95	2.64356
95	2.63467
95	2.68178
96	2.64089
96	2.62578
96	2.63289
96	2.66844
96	2.62844
97	2.63822
97	2.61244
97	2.65689
97	2.63911
97	2.608
98	2.63467
98	2.65244
98	2.62311
98	2.64356
98	2.60267
99	2.59467
99	2.608
99	2.58311
99	2.62578
99	2.65867
100	2.60622
100	2.59289
100	2.59022
100	2.61156
100	2.60444
