1	5.43822
1	5.43733
1	5.43644
1	5.44089
1	5.43733
2	5.13067
2	5.13244
2	5.18133
2	5.18578
2	5.15911
3	4.95022
3	4.98489
3	4.95644
3	4.96889
3	4.94756
4	4.81333
4	4.78844
4	4.80444
4	4.84356
4	4.77422
5	4.68
5	4.69867
5	4.67111
5	4.68711
5	4.69511
6	4.57778
6	4.59467
6	4.576
6	4.58133
6	4.55378
7	4.52178
7	4.496
7	4.47556
7	4.53956
7	4.48356
8	4.44089
8	4.43467
8	4.45333
8	4.42489
8	4.41778
9	4.34756
9	4.384
9	4.39289
9	4.35644
9	4.33422
10	4.29867
10	4.34311
10	4.29422
10	4.31467
10	4.29778
11	4.232
11	4.23822
11	4.23822
11	4.24711
11	4.23111
12	4.19911
12	4.17689
12	4.20889
12	4.15733
12	4.144
13	4.16178
13	4.17244
13	4.14222
13	4.16
13	4.14667
14	4.11467
14	4.09244
14	4.10756
14	4.12711
14	4.11111
15	4.04267
15	4.04711
15	4.07289
15	4.07733
15	4.04178
16	3.99111
16	4.02578
16	3.99111
16	3.99378
16	4.02489
17	3.97956
17	3.98133
17	4.00533
17	3.97956
17	3.952
18	3.94756
18	3.92
18	3.97689
18	3.93067
18	3.97244
19	3.93689
19	3.89956
19	3.94489
19	3.90667
19	3.88267
20	3.90933
20	3.84711
20	3.89778
20	3.88533
20	3.87467
21	3.87111
21	3.84444
21	3.89244
21	3.81689
21	3.84356
22	3.81511
22	3.82044
22	3.808
22	3.81067
22	3.78578
23	3.79378
23	3.79733
23	3.75911
23	3.77867
23	3.77956
24	3.78844
24	3.74222
24	3.73067
24	3.75822
24	3.78489
25	3.73778
25	3.70667
25	3.73778
25	3.72533
25	3.70844
26	3.71022
26	3.72178
26	3.72444
26	3.70667
26	3.69511
27	3.69067
27	3.67556
27	3.66489
27	3.66222
27	3.68533
28	3.68533
28	3.62044
28	3.68178
28	3.65067
28	3.62756
29	3.61067
29	3.66756
29	3.62044
29	3.61511
29	3.62133
30	3.59733
30	3.58489
30	3.59556
30	3.61067
30	3.60622
31	3.58489
31	3.57156
31	3.57156
31	3.56889
31	3.568
32	3.55378
32	3.55467
32	3.57333
32	3.55111
32	3.56444
33	3.54667
33	3.544
33	3.544
33	3.51022
33	3.52178
34	3.54044
34	3.48178
34	3.50756
34	3.54222
34	3.50756
35	3.49867
35	3.49778
35	3.496
35	3.49244
35	3.51644
36	3.48178
36	3.448
36	3.47733
36	3.45689
36	3.49867
37	3.48622
37	3.43467
37	3.416
37	3.50578
37	3.43644
38	3.456
38	3.42756
38	3.42844
38	3.45244
38	3.48089
39	3.42578
39	3.4
39	3.40533
39	3.43289
39	3.40356
40	3.39111
40	3.40711
40	3.41956
40	3.39733
40	3.37511
41	3.40267
41	3.38933
41	3.35289
41	3.424
41	3.34222
42	3.32267
42	3.34578
42	3.37778
42	3.36178
42	3.40711
43	3.31556
43	3.30933
43	3.31733
43	3.36889
43	3.34311
44	3.33956
44	3.31467
44	3.34756
44	3.33244
44	3.35111
45	3.28267
45	3.30933
45	3.29156
45	3.34756
45	3.32978
46	3.30044
46	3.27378
46	3.28
46	3.272
46	3.29156
47	3.27022
47	3.28711
47	3.264
47	3.272
47	3.27822
48	3.248
48	3.26044
48	3.23822
48	3.28533
48	3.22044
49	3.21067
49	3.24178
49	3.25689
49	3.24533
49	3.24622
50	3.25956
50	3.21244
50	3.22311
50	3.22844
50	3.2
51	3.216
51	3.22667
51	3.2
51	3.208
51	3.22844
52	3.23022
52	3.18311
52	3.20533
52	3.18756
52	3.248
53	3.17422
53	3.17778
53	3.16533
53	3.19378
53	3.14844
54	3.17867
54	3.168
54	3.13511
54	3.14044
54	3.176
55	3.12444
55	3.14489
55	3.14044
55	3.15733
55	3.15022
56	3.136
56	3.11822
56	3.12978
56	3.11733
56	3.15111
57	3.10667
57	3.09244
57	3.12178
57	3.168
57	3.10044
58	3.15644
58	3.10667
58	3.112
58	3.10756
58	3.07733
59	3.12622
59	3.07467
59	3.06311
59	3.07733
59	3.05956
60	3.06311
60	3.104
60	3.08356
60	3.08267
60	3.11556
61	3.016
61	3.06844
61	3.02311
61	3.05333
61	3.04178
62	3.03556
62	3.05511
62	3.05867
62	3.04356
62	3.03111
63	3.04444
63	3.01511
63	2.97956
63	3.05689
63	3.04267
64	3.03822
64	3.00711
64	3.01689
64	3.06133
64	3.032
65	2.97867
65	3.00711
65	3.00267
65	2.99733
65	2.99733
66	3.03822
66	2.96356
66	2.96978
66	2.98756
66	3.00978
67	2.97867
67	2.95111
67	3
67	2.976
67	2.96267
68	2.93867
68	2.97156
68	2.96267
68	2.95556
68	2.94133
69	2.97778
69	2.94756
69	2.94311
69	2.968
69	2.97956
70	2.93333
70	2.97156
70	2.94756
70	2.98933
70	2.93333
71	2.93956
71	2.92622
71	2.91556
71	2.94489
71	2.87733
72	2.88
72	2.89689
72	2.90756
72	2.90311
72	2.94756
73	2.97244
73	2.89244
73	2.864
73	2.93511
73	2.92622
74	2.89156
74	2.88356
74	2.90933
74	2.88889
74	2.88
75	2.87289
75	2.89778
75	2.84978
75	2.89333
75	2.87733
76	2.904
76	2.848
76	2.816
76	2.85511
76	2.86578
77	2.89422
77	2.85156
77	2.83111
77	2.83822
77	2.88978
78	2.87911
78	2.83378
78	2.81067
78	2.81422
78	2.832
79	2.83378
79	2.82933
79	2.81778
79	2.84711
79	2.82133
80	2.82756
80	2.84
80	2.82844
80	2.85422
80	2.83022
81	2.78844
81	2.75644
81	2.79556
81	2.82933
81	2.78489
82	2.80622
82	2.79733
82	2.81689
82	2.79467
82	2.79733
83	2.77689
83	2.76089
83	2.79378
83	2.80533
83	2.784
84	2.78489
84	2.77422
84	2.78044
84	2.76622
84	2.77156
85	2.75822
85	2.75556
85	2.76444
85	2.76889
85	2.77067
86	2.76444
86	2.76711
86	2.752
86	2.73778
86	2.73511
87	2.73333
87	2.73244
87	2.73956
87	2.75022
87	2.73778
88	2.73244
88	2.72711
88	2.70756
88	2.72622
88	2.69867
89	2.712
89	2.75556
89	2.74311
89	2.74489
89	2.68533
90	2.72267
90	2.67022
90	2.72444
90	2.70044
90	2.68
91	2.72889
91	2.71822
91	2.696
91	2.68
91	2.69422
92	2.69511
92	2.71911
92	2.70756
92	2.728
92	2.69422
93	2.67644
93	2.69333
93	2.66133
93	2.67911
93	2.66933
94	2.65511
94	2.64889
94	2.648
94	2.67378
94	2.70933
95	2.66667
95	2.69333
