1	5.446809
2	5.201246
3	4.992233
4	4.827619
5	4.696101
6	4.587962
7	4.496533
8	4.417396
9	4.347574
10	4.285013
11	4.228253
12	4.176220
13	4.128112
14	4.083312
15	4.041340
16	4.001807
17	3.964407
18	3.928882
19	3.895025
20	3.862654
21	3.831622
22	3.801801
23	3.773073
24	3.745357
25	3.718558
26	3.692607
27	3.667440
28	3.643001
29	3.619233
30	3.596091
31	3.573542
32	3.551541
33	3.530060
34	3.509067
35	3.488528
36	3.468429
37	3.448731
38	3.429430
39	3.410494
40	3.391915
41	3.373663
42	3.355731
43	3.338107
44	3.320767
45	3.303708
46	3.286918
47	3.270382
48	3.254085
49	3.238034
50	3.222200
51	3.206587
52	3.191190
53	3.175987
54	3.160982
55	3.146166
56	3.131532
57	3.117073
58	3.102791
59	3.088667
60	3.074700
61	3.060892
62	3.047232
63	3.033719
64	3.020349
65	3.007114
66	2.994013
67	2.981043
68	2.968198
69	2.955474
70	2.942874
71	2.930386
72	2.918018
73	2.905754
74	2.893602
75	2.881552
76	2.869608
77	2.857763
78	2.846014
79	2.834363
80	2.822805
81	2.811341
82	2.799965
83	2.788677
84	2.777473
85	2.766354
86	2.755323
87	2.744366
88	2.733483
89	2.722686
90	2.711961
91	2.701311
92	2.690734
93	2.680227
94	2.669792
95	2.659430
96	2.649126
97	2.638898
98	2.628728
99	2.618626
100	2.608587
